frame,timestamp,posX,posY,posZ,roll,pitch,yaw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
11.0,5.066343069076538,-0.18329382491993648,0.6941962992691724,1.002304434545531,0.023712884364131236,-0.06548582578528912,-1.5622468919812065,-0.4584167440162935,-0.122058449985681,0.04964556201929417,1.0219231409556713,-0.5358172897247059,0.15786878448364977,-0.38846582372965155,0.29225248900798384,0.18345744310714918,0.9776298227308357,-0.23528730714692947,-0.012310407950591663,-0.04599510157596841,0.0375917928020744,-0.017693468613234814,-0.10065120291986332,-0.014881757673561617,-0.04266976608104502,0.9156253231514683,0.1883964613854323,0.7489649846831319,0.3521601803459694,-0.025328079731113565,-0.087760624603652,0.16152007714710404,0.8966170938996831,-0.4066989016405358,-0.4174058415568731,-0.6598966889259796
12.0,5.147017955780029,-0.18449069183089417,0.6933213803406546,1.001908340414712,0.024100181384972306,-0.06590116506434691,-1.5605884994431687,-0.46351996309884824,-0.11912584866458453,0.05514233743628255,1.0318279100450518,-0.5372941945731264,0.16036379552302796,-0.3881521616161686,0.2928047986619645,0.18279234808365458,0.9785345270032273,-0.236838927137066,-0.011449852718312267,-0.04719548070181609,0.03949894371893961,-0.018324610660319623,-0.10171499376851911,-0.019949466128433794,-0.042735447716502645,0.9175365101907662,0.18898601916980642,0.7520798459052321,0.3580744378981342,-0.024748202924134793,-0.08642905821545108,0.1629582062484855,0.9002148113879651,-0.4071110950891346,-0.4184784408172689,-0.6621736775233049
13.0,5.199888229370117,-0.18518207953904592,0.6927142463443665,1.0016975760884128,0.024107252615646786,-0.06599250555155176,-1.5598060131578966,-0.46644331019061436,-0.11696217923444538,0.05888011076541372,1.0377177375723636,-0.5381994404392805,0.1620723182694311,-0.3876244051227295,0.29325995084310985,0.18239749371600045,0.9788149736590925,-0.23747452552567516,-0.010925013796819063,-0.0476609264272575,0.04072937190185653,-0.018438992402780942,-0.10243441301542139,-0.023139218995748778,-0.042762470130777136,0.9186958466171666,0.1893412556968006,0.7539888473445672,0.3617624927946527,-0.024256477919347364,-0.08612020652628467,0.16360498343937696,0.9019753475987389,-0.40728271933471516,-0.4189805686597188,-0.6630492896159383
14.0,5.27103066444397,-0.18610030480921108,0.6918346066245976,1.001438408033279,0.023870522752317786,-0.06609023272110325,-1.5589905588754558,-0.47013280169145066,-0.1137410454044404,0.06433968589554048,1.045368316623234,-0.5391506157606192,0.16442377908164502,-0.38652797705961256,0.2939308242950106,0.18194383285370852,0.978956022043729,-0.23810105617350769,-0.01024971652545869,-0.04801993135679902,0.042219778706437255,-0.018366487929434808,-0.10330686984394147,-0.027509674548973708,-0.04285062465088367,0.9201662228052205,0.1897629932610764,0.7562285651918864,0.3665031519764883,-0.023407578779725897,-0.08624697723957694,0.16435123810810925,0.9039445773155452,-0.4075538089143371,-0.41932875361961464,-0.6634848425574533
15.0,5.349562883377075,-0.18713618277952732,0.6907795478675065,1.0011648200323149,0.0233420163731689,-0.066122684545802,-1.5584049713322146,-0.4742286563150529,-0.10974226269248219,0.07093277642359747,1.0539543547808692,-0.5398972998515568,0.16702400293816488,-0.38487321668033203,0.2948564418538389,0.1815465643822005,0.9788473886669538,-0.23864967969496637,-0.009538221763275255,-0.04801437639482581,0.043640083274161565,-0.01817928701732395,-0.10404906935572747,-0.03266424747169364,-0.04305038562018811,0.9217644557663538,0.19016308177729735,0.7582518083084973,0.37165005398027573,-0.022142432880085057,-0.08718503703584222,0.16521361760916856,0.9059411057855715,-0.4079350103949927,-0.41946227137840764,-0.663047777797642
16.0,5.468110084533691,-0.1889663166296635,0.6888196660341036,1.0006900638778162,0.02203984375822297,-0.06571700046538138,-1.55831292867581,-0.48181352996175564,-0.10194903805428983,0.08297605439470607,1.0697069717604437,-0.5407888556602178,0.1712874697228724,-0.38129055261785705,0.29724940324038307,0.18119883255278033,0.9781288170727467,-0.23934992528762872,-0.008352026361317207,-0.04683532607267288,0.04601680974244991,-0.01792596796224675,-0.10472754926752953,-0.04245456265564328,-0.04358897756796001,0.9246535483086822,0.19069526924393293,0.7606721485847141,0.38065999803116596,-0.019017695115085706,-0.0905223837879559,0.1670617129934588,0.909042683170546,-0.4088239481111924,-0.4198930710809752,-0.6607280164917628
17.0,5.514648199081421,-0.18975810701426243,0.6879011789182737,1.0005021516128099,0.021402907823576605,-0.06536663950899446,-1.5588727993512856,-0.48533789081196677,-0.0986374159394861,0.08800082291702568,1.0765143678026177,-0.5406890563121921,0.17275633365697682,-0.37953127499898487,0.2985989794084627,0.18126281735227406,0.9776223565353617,-0.23941287277967793,-0.007900196975340099,-0.04563142022966255,0.04702742673966065,-0.017929762796161427,-0.10464076357737645,-0.04682094759931696,-0.043904891715422445,0.9258312047552981,0.1907960094268233,0.7609630023389267,0.3842544645236196,-0.017246901142852725,-0.0927676642828777,0.16816946647642955,0.9100370472023845,-0.4095281908622852,-0.42058334926881963,-0.6592535871262747
18.0,5.643187046051025,-0.19115530847870305,0.6860943683225114,1.0002647456933442,0.020581342768526686,-0.06431993694190363,-1.5609393368962396,-0.4902972101779214,-0.09313318505932433,0.09487859918809574,1.0863991477293755,-0.5405344154761408,0.17412749368021507,-0.3764001538611319,0.3015870703387458,0.18169697170881263,0.9761450904432704,-0.23895337548479967,-0.00771377303477604,-0.04231510433663795,0.049102146648684175,-0.01871665873059082,-0.10371995277689675,-0.05272675428220226,-0.04458098405629783,0.9275688445310183,0.19093343010258898,0.7605927602620621,0.3888811224647224,-0.013580842482499062,-0.09627986342146191,0.1703350490947662,0.9108230823539334,-0.4110077981635274,-0.42237268199316436,-0.6575511103825025
19.0,5.727040529251099,-0.19237233084409228,0.6843888846355173,1.000078078350755,0.02043704613457304,-0.06383398688322085,-1.5632083654130442,-0.4985468506978492,-0.08848724249558253,0.10354354203556124,1.0971743397434826,-0.5366117368131045,0.17585344372140937,-0.37429364949109145,0.3038152245758803,0.18230913377079655,0.9752962257262634,-0.23787592905099564,-0.006856958548570581,-0.0389331562532533,0.05149225557141304,-0.019564757742676096,-0.10465257479561871,-0.05929759858743287,-0.04467129552516487,0.9292451384316169,0.19047394447783458,0.760137692026638,0.3935620647892507,-0.011700458884189632,-0.10087830456058429,0.1733959776059661,0.9117582528030577,-0.4137610044550255,-0.4245989997014027,-0.6553084443046221
20.0,5.815356492996216,-0.19361730422448686,0.6824861199368919,0.9999598228635781,0.021212759976103716,-0.06327463147617432,-1.5662934532626038,-0.5082119436814171,-0.08373856216616091,0.11244441530752486,1.1072702018914067,-0.5303164648724418,0.177051570313079,-0.37287825176243394,0.30635343561443457,0.18330269960354267,0.9741206826928293,-0.23599527708530565,-0.00610035899916042,-0.034820332964212906,0.05460343092811759,-0.02166454202699724,-0.10659726909661627,-0.0647999755354707,-0.04428393649529368,0.9313592379950948,0.1894343592831323,0.7591115773914643,0.3970505604990904,-0.011029387259409325,-0.10536853876282762,0.17749281732001448,0.9131367172688563,-0.4171509950635902,-0.42519086208447665,-0.6526055017871617
21.0,5.892689228057861,-0.1946451954538508,0.6808877491344629,0.9998992992459368,0.022089842880611527,-0.06322627518298357,-1.5687999536594135,-0.5159897773727861,-0.08152229898818794,0.1183268697339134,1.113426884012873,-0.5237465216931343,0.17712865611944906,-0.3719348080837377,0.30791583583994453,0.18401370655426463,0.9731400161786237,-0.23409675226579146,-0.005743382750364002,-0.03188558723806888,0.05685991510933941,-0.023714228633534735,-0.10845013647804153,-0.06815578013073659,-0.04381612571258993,0.9331470570043451,0.18814006048490686,0.7578044543200473,0.3981804033773801,-0.011512190454415098,-0.10880724081319688,0.18150564823260049,0.9145194568288573,-0.4201623090209552,-0.42296118486284895,-0.64918733718486
22.0,5.968172311782837,-0.19566288871041773,0.6792859219413212,0.9997975719895138,0.022854585197222256,-0.06340924958737536,-1.571141058961515,-0.523814460341081,-0.08114434815643146,0.12267912209891155,1.1182561054185318,-0.5163357362698768,0.17652382281818785,-0.3710160755451014,0.30888398435341385,0.1841977968443671,0.9723933484608954,-0.23176325853767565,-0.0054801447175061874,-0.029477962249320817,0.058834982608215264,-0.025499543097378816,-0.11019114433589754,-0.07126742557112188,-0.04337191675606453,0.934902924909762,0.18658777996475706,0.7566060758628927,0.3982869338952026,-0.012419615315723182,-0.11268185126705085,0.18586733149593723,0.9156293687517926,-0.42338835260738394,-0.4197465764006742,-0.6447539810225675
23.0,6.0631232261657715,-0.19675008104211558,0.6775401526895652,0.9996124512910994,0.02367606870248053,-0.0634004356971111,-1.5738212877739035,-0.5328456794968821,-0.08211805447741766,0.12581823587884525,1.122563402043049,-0.5077267200769542,0.175225608864307,-0.3702377818704173,0.3097865117344054,0.18380177563260425,0.971660317873378,-0.2279814980583315,-0.0051936292019729635,-0.02696474886208692,0.061282877054711984,-0.027229812259172294,-0.11196945782712726,-0.07469010362751452,-0.043045006934102556,0.9371604135244984,0.18465513037812498,0.7556317909348866,0.39761255305739723,-0.013471863367585098,-0.11783536951755257,0.19105952478756055,0.91609910831697,-0.4269614339413156,-0.41698096782741534,-0.6393881906258343
24.0,6.140631914138794,-0.19763002919172817,0.676079422405963,0.999437396668843,0.024174559951636733,-0.06330553519116,-1.5761731831248569,-0.5401307852888682,-0.08396423828145874,0.1272438509744953,1.124964317264565,-0.5008797964044608,0.17373287958570727,-0.36949190130368104,0.3105577865699056,0.1833272933509122,0.9711568019359189,-0.22410120220272833,-0.004941112706141092,-0.024788254280070615,0.06325193800423437,-0.028023548176086155,-0.11296079742374032,-0.0772373327486117,-0.043144665923159825,0.9384630955343691,0.183313076929621,0.7553436832134877,0.3965453604948566,-0.014277465674068294,-0.122329438309193,0.19517641310620779,0.9161816234468801,-0.4299089137837191,-0.41652674342683027,-0.634969369133759
25.0,6.2139692306518555,-0.1984059425455244,0.6747343772502306,0.9993034785429511,0.024516704373052995,-0.06318101652985428,-1.5785066035420843,-0.5464976917135876,-0.08607557230795691,0.1280633895962292,1.1262557958360304,-0.49491975686724393,0.17216972248831958,-0.36863971786887684,0.3115282111265505,0.18324285870243567,0.9706103028986365,-0.22073482530111388,-0.004660850062669781,-0.022665982068984455,0.06495129523967613,-0.028307941594108342,-0.11323514616634658,-0.07908808502102596,-0.04352871558518828,0.9389528354440824,0.1824607385925134,0.7549088667201556,0.3953507758526078,-0.014971315670054924,-0.12610797734584434,0.19869518055075402,0.916269876168306,-0.4325324389820472,-0.41684356653019056,-0.6307985071544849
26.0,6.315251588821411,-0.1993698143613954,0.6729873707666301,0.999204034669211,0.024823881263797316,-0.06294645032647181,-1.581771755341354,-0.5542617218280309,-0.08907452116683685,0.12870767457534013,1.1268428154512609,-0.48777979742747035,0.17000928422159017,-0.3672139060368232,0.31321111480075425,0.1837283958386896,0.9696074550363138,-0.21731475515245927,-0.004261200273042054,-0.019777237858364653,0.06701941419284675,-0.028208380100071588,-0.11283905217804589,-0.08084104440379056,-0.04437378795215473,0.9388624604098712,0.18181484534661535,0.7536541647493108,0.3936803484088827,-0.015931786144002466,-0.1305053311188879,0.2030650830779162,0.9164147270531307,-0.43573856887922313,-0.4170792558349131,-0.6249777905065842
27.0,6.398793935775757,-0.20033358690579084,0.6711566796511316,0.9992103223033355,0.02506763132733749,-0.06261726888965782,-1.5854433339518024,-0.5618717061397186,-0.09245628463472536,0.12889085676849366,1.1262487168628352,-0.4812872704959468,0.16770120968621632,-0.36533296682852046,0.31541124257995035,0.1848811226831728,0.9680756531821899,-0.2152606997243967,-0.003920854021592847,-0.016637747851398946,0.06896416201964922,-0.027774950121276985,-0.11184594449425862,-0.08206713925168682,-0.04564684137742632,0.9382826167429662,0.1816101111690509,0.7516102875268778,0.3919267716491981,-0.017214103178654808,-0.13482812925465246,0.2076233191856423,0.9164633812243649,-0.4388782402700695,-0.4164642252118073,-0.6181634937409933
28.0,6.448106527328491,-0.20092486326693015,0.6700051759071164,0.999249671306162,0.025141461314789032,-0.0624843021299606,-1.5877182578176696,-0.5662969301723182,-0.09479006740827009,0.1287780009092399,1.1253024326348724,-0.4781356514360985,0.16632366407359445,-0.3639667381837822,0.31675241744927646,0.18570265006832942,0.9670200237374624,-0.21495597416463236,-0.003898327492350935,-0.014757038501101875,0.06982170675915896,-0.027460294583438953,-0.11130870377686852,-0.08264478778563367,-0.046574786976002716,0.9379181459306676,0.18170733253210497,0.7504075706640219,0.3909166982127116,-0.01832641147323194,-0.1375305578527838,0.21036228273260574,0.9164471356678716,-0.44086309715565086,-0.4157396757176897,-0.6137415567896056
29.0,6.541999101638794,-0.20222705994654988,0.6674232463349097,0.999329837954912,0.025403488902147164,-0.06242677261818143,-1.5925288350534856,-0.575925872267773,-0.10033180117465978,0.12839395176987944,1.1223544301718404,-0.47261603437908234,0.1635167519296261,-0.3609308275883544,0.319399985951049,0.18745082546873706,0.9646913026343127,-0.21526601069459012,-0.004302024507626368,-0.01101329420817461,0.07106837885216319,-0.027188009864566348,-0.11092759942634732,-0.08396232376577452,-0.048697489755624976,0.937595912292682,0.18207820912332118,0.748472439483429,0.3887517818791168,-0.02155478709711913,-0.14401483634592066,0.2162421141033879,0.916086004357137,-0.4453346604630898,-0.41395616771575006,-0.6037995573426279
30.0,6.643806457519531,-0.20334638043711728,0.6651560596446129,0.9993383689391517,0.02596859986222491,-0.06259360718104043,-1.5962530536012856,-0.584361259983113,-0.10521614296319642,0.12824837789774068,1.1189113763671907,-0.4691456384512287,0.16154422636528804,-0.3585625565000628,0.3213637499904406,0.18881363220637504,0.9627576203865984,-0.21571950439473944,-0.005109860944515897,-0.008541846980642438,0.07159926453457455,-0.027705208293948333,-0.11167414911169313,-0.08536686159497783,-0.05048333628794076,0.9381348484834766,0.18230498922286564,0.7477135570014931,0.3867357145201634,-0.025076054723370343,-0.1504105730090563,0.22109615162386093,0.9152149801403398,-0.4490174515814273,-0.4126338440824038,-0.5950609245242429
31.0,6.7273547649383545,-0.204385856295069,0.663020660342261,0.9992892387254365,0.026780560741689635,-0.06288311127265545,-1.599150482439435,-0.5921860862197962,-0.10940525477236047,0.12866964827562538,1.1148821479158098,-0.4668729902690093,0.16034433808716986,-0.3565490977948901,0.32305006614259024,0.19002098700534603,0.961132087724665,-0.21600748383096924,-0.006118716809859391,-0.007255385948805357,0.07167016509901655,-0.028666865406232964,-0.11299860602145072,-0.08689769023123178,-0.051950069426939055,0.9393240927303605,0.18219573020913638,0.747477319916958,0.38443317897774254,-0.02862265286720255,-0.15682938557547968,0.22511517079774623,0.9140525417312747,-0.4520363732743335,-0.4120974373201404,-0.5871285401830402
32.0,6.811642646789551,-0.20544012912455825,0.6608301319643345,0.9992280426099212,0.02761907100928935,-0.06323636296773948,-1.6017428086724599,-0.5998358308331464,-0.11298082439383186,0.1299047679433411,1.1099886409523958,-0.46502381164455087,0.1597357575878135,-0.3543670150182952,0.3249192619387574,0.191581665457771,0.9595588979225251,-0.2165159392085252,-0.007101867055830482,-0.006788394333101298,0.07147564506972132,-0.02958974318121345,-0.11414227718984514,-0.08837439421776178,-0.05324855220213097,0.9407624559078456,0.18175555301921376,0.74682801946202,0.3815382183126337,-0.032074314686679095,-0.16322415525824535,0.2286517906640388,0.9128096064769045,-0.4546798729893897,-0.41182876742881,-0.5794934405094261
33.0,6.881128787994385,-0.20607940275047837,0.6594842095626556,0.9992150681209224,0.028018652566725418,-0.06344694281022266,-1.6032278280643322,-0.6041543531157096,-0.11473079767518499,0.13106860461157469,1.1065554499354944,-0.46418304436603286,0.15964904545923775,-0.3527983806522146,0.32618120622651847,0.19277705034845638,0.9585771222593792,-0.21708016630527888,-0.007587925229842938,-0.00678168635277354,0.07120233742900575,-0.02990794865884119,-0.11441971287457589,-0.08910042486280975,-0.054048618993938716,0.9415065787229948,0.18147815859822924,0.746082736894548,0.37961330541498406,-0.034003564363327604,-0.16676072444724613,0.23046185974324368,0.912191333298005,-0.456090115614883,-0.41135466596017745,-0.5751399226498652
34.0,6.928834915161133,-0.20693026350008029,0.6576619520973177,0.9992305752557871,0.028388514580868808,-0.06369936032607339,-1.6052331167497318,-0.6096067446784535,-0.11698430718572972,0.13266198264998044,1.101516460094804,-0.46348958488209957,0.15960385488773965,-0.35044149619205756,0.3279150991106463,0.19451671543177085,0.9571951117954155,-0.2179463391286482,-0.008094023894918645,-0.006830346814486016,0.07066954948509914,-0.030067883911286286,-0.11436624382495936,-0.08991155974143891,-0.055276694176908794,0.9422868555350401,0.18129015812017302,0.7448303778075431,0.377085290383896,-0.03646847216046628,-0.17111590294284693,0.23253804621237595,0.911542420256746,-0.45779971375338574,-0.4101648193625229,-0.5694736779698937
35.0,7.0072431564331055,-0.2078659309882298,0.6555731608753608,0.999270504243787,0.02870752732194836,-0.06392106359693146,-1.6075836572199387,-0.6154888490238861,-0.11978293545849701,0.1341201772798905,1.0952762609655147,-0.4633532583054213,0.15945283771941166,-0.3476159389825968,0.3298253424563259,0.1965215001069312,0.955545988941932,-0.21875467111548155,-0.008452761977174364,-0.006863528422507484,0.06995203347827764,-0.03010844392567738,-0.11406787025076894,-0.09063719530533716,-0.05689965707206448,0.9430986913521995,0.18134305328890488,0.743135197298459,0.37434046250275554,-0.03924251007587323,-0.17569787177183166,0.23447094281381253,0.9107720512538169,-0.45942702387701795,-0.40822957957181283,-0.5633465730139658
36.0,7.091247081756592,-0.20887277185864994,0.6532009059175505,0.999306300312049,0.0290500465193927,-0.06400354144235265,-1.6102745608314097,-0.621923890117333,-0.12334490402181146,0.13508459180952115,1.0879448937671792,-0.46392007051691025,0.15906000440252735,-0.34447143871253694,0.3317828679896099,0.1984477843783083,0.9536412242537373,-0.2191076359468809,-0.00864214490713201,-0.00679860130464382,0.06922627690131615,-0.030199695962522116,-0.11392944476887092,-0.09121605301710273,-0.05893308027238771,0.9440218297600145,0.18168098232094265,0.7412218001789634,0.3713610824756636,-0.04256141579340195,-0.18056948588255373,0.23615130254992484,0.9096709149603841,-0.4610172851538542,-0.4059447301687809,-0.5572368197873858
37.0,7.2311928272247314,-0.21039398087588906,0.6492954671593155,0.999354014348975,0.02979142802675369,-0.06375335081235418,-1.6146988239800901,-0.6321828535493406,-0.12991275430504493,0.13535447362816483,1.075161906701661,-0.4659390847545467,0.15805501601762384,-0.3395570886472278,0.33448369791880517,0.20081253483123362,0.950237221656472,-0.21813999078857027,-0.008474229162256043,-0.006567541070779488,0.06866174111886633,-0.03064472708471612,-0.11466868888235426,-0.0915110593886023,-0.06261246829147814,0.9461587878687658,0.182574702738865,0.73805426082677,0.36609845821651643,-0.048515884844563914,-0.18817040219050207,0.23804565364342584,0.9067584457392387,-0.4631933391834243,-0.40204012968580527,-0.5492155463741117
38.0,7.301859140396118,-0.21102479869011637,0.6475321701923249,0.9993722615353497,0.03011968986309791,-0.0633988251773175,-1.6165774216008848,-0.6366183597919179,-0.13278090082847377,0.1352272282601452,1.069266144911381,-0.467027010207681,0.1576140897694047,-0.3374058112142701,0.33542373934922354,0.20129777941581126,0.9485806508758512,-0.2169645213558697,-0.008246908957658443,-0.0064839309667279795,0.06884047797158971,-0.030848122638925272,-0.11555665463469966,-0.09126967747791903,-0.0643043468981109,0.9474410591293423,0.18301662643528643,0.7371242417816766,0.3633447896853125,-0.05132887415669622,-0.19133082853931338,0.23849889299510624,0.9050527211103878,-0.4640975485391286,-0.4005010086936195,-0.5469426825206453
